Primary City,Account Number,CUSTOMER_TYPE,Data Subscribed (GB),Data Bonus (GB),Bonus Used,YM
Abuja,1008894,Retail,379.04,60.38,31.55,1-Nov-19
Abuja,1008894,Retail,379.04,73.9,73.9,1-Dec-19
Abuja,1008894,Retail,393.46,56.33,56.33,1-Oct-19
Abuja,1008894,Retail,305.91,116.45,0,1-Sep-19
Port Harcourt,1008895,Retail,330.63,106.16,13.86,1-Jul-19
Port Harcourt,1008895,Retail,379.04,364.96,364.96,1-Nov-19
Port Harcourt,1008895,Retail,379.04,6.71,4.73,1-Dec-19
Port Harcourt,1008895,Retail,421.27,45.01,45.01,1-Aug-19
Port Harcourt,1008895,Retail,471.74,56.61,56.61,1-Oct-19
Port Harcourt,1008895,Retail,203.94,81.15,81.15,1-Sep-19
Onitsha,1008896,Retail,455.26,36.19,36.19,1-Aug-19
Onitsha,1008896,Retail,459.38,146.7,146.7,1-Jul-19
Onitsha,1008896,Retail,535.6,100,44.63,1-Oct-19
Onitsha,1008896,Retail,806.49,47.48,47.48,1-Dec-19
Onitsha,1008896,Retail,810.61,112.8,112.8,1-Nov-19
Onitsha,1008896,Retail,422.3,271.96,271.96,1-Sep-19
Port Harcourt,1008897,Retail,428.48,162.14,18.59,1-Aug-19
Port Harcourt,1008897,Retail,430.54,130.26,130.26,1-Jul-19
Port Harcourt,1008897,Retail,505.73,170.14,0,1-Oct-19
Port Harcourt,1008897,Retail,804.43,198.54,198.54,1-Dec-19
Port Harcourt,1008897,Retail,810.61,183.17,0,1-Nov-19
Port Harcourt,1008897,Retail,397.58,12.94,12.94,1-Sep-19
Abuja,1008898,Retail,428.48,141.68,0,1-Aug-19
Abuja,1008898,Retail,430.54,91.76,0,1-Jul-19
Abuja,1008898,Retail,505.73,6.46,1.99,1-Oct-19
Abuja,1008898,Retail,804.43,77.9,77.9,1-Dec-19
Abuja,1008898,Retail,810.61,160.79,70.16,1-Nov-19
Abuja,1008898,Retail,397.58,369,369,1-Sep-19
Lagos,1008899,Retail,162.74,8.43,8.43,1-Oct-19
Lagos,1008899,Retail,174.07,55.87,18.33,1-Nov-19
Lagos,1008899,Retail,176.13,115.65,115.65,1-Dec-19
Lagos,1008899,Retail,379.04,41.22,0,1-Nov-19
Lagos,1008899,Retail,379.04,158.95,68.72,1-Dec-19
Lagos,1008899,Retail,606.67,527.7,496.87,1-Jul-19
Lagos,1008899,Retail,655.08,237.71,236.19,1-Aug-19
Lagos,1008899,Retail,672.59,282.91,282.91,1-Oct-19
Lagos,1008899,Retail,637.57,275.96,0,1-Sep-19
Lagos,1008899,Retail,101.97,76.93,12.74,1-Sep-19
Kano,1008900,Retail,201.88,62.83,0,1-Oct-19
Kano,1008900,Retail,211.15,68.94,0,1-Jul-19
Kano,1008900,Retail,249.26,12.74,0,1-Aug-19
Kano,1008900,Retail,318.27,107.48,107.48,1-Dec-19
Kano,1008900,Retail,459.38,93.37,93.37,1-Jul-19
Kano,1008900,Retail,507.79,195.08,188.93,1-Nov-19
Kano,1008900,Retail,569.59,151.49,0,1-Nov-19
Kano,1008900,Retail,569.59,146.83,146.83,1-Dec-19
Kano,1008900,Retail,573.71,180.57,0,1-Aug-19
Kano,1008900,Retail,719.97,238.02,0,1-Oct-19
Kano,1008900,Retail,228.66,22.17,22.17,1-Sep-19
Kano,1008900,Retail,680.83,314.63,314.63,1-Sep-19
Onitsha,1008901,Retail,0,0,0,1-Jul-19
Onitsha,1008901,Retail,0,0,0,1-Aug-19
Onitsha,1008901,Retail,0,0,0,1-Oct-19
Onitsha,1008901,Retail,0,0,0,1-Nov-19
Onitsha,1008901,Retail,0,0,0,1-Dec-19
Onitsha,1008901,Retail,0,0,0,1-Sep-19
Port Harcourt,1008902,Retail,232.78,41.85,15.8,1-Jul-19
Port Harcourt,1008902,Retail,304.88,38.15,38.15,1-Aug-19
Port Harcourt,1008902,Retail,309,72.28,72.28,1-Oct-19
Port Harcourt,1008902,Retail,566.5,455.3,321.63,1-Dec-19
Port Harcourt,1008902,Retail,569.59,23.62,23.62,1-Nov-19
Port Harcourt,1008902,Retail,372.86,176.31,100.4,1-Sep-19
Kano,1008903,Retail,228.66,67.3,67.3,1-Jul-19
Kano,1008903,Retail,298.7,224.53,160.82,1-Aug-19
Kano,1008903,Retail,303.85,103.23,11.82,1-Oct-19
Kano,1008903,Retail,566.5,135.4,0,1-Dec-19
Kano,1008903,Retail,569.59,160.03,160.03,1-Nov-19
Kano,1008903,Retail,366.68,84.54,84.54,1-Sep-19
Onitsha,1008904,Retail,232.78,89.08,0,1-Jul-19
Onitsha,1008904,Retail,304.88,139,91.17,1-Aug-19
Onitsha,1008904,Retail,309,184.86,184.86,1-Oct-19
Onitsha,1008904,Retail,566.5,129.32,49.08,1-Dec-19
Onitsha,1008904,Retail,569.59,38.79,2.06,1-Nov-19
Onitsha,1008904,Retail,372.86,66.22,46.09,1-Sep-19
Abuja,1008905,Retail,0,0,0,1-Jul-19
Abuja,1008905,Retail,0,0,0,1-Aug-19
Abuja,1008905,Retail,0,0,0,1-Oct-19
Abuja,1008905,Retail,0,0,0,1-Nov-19
Abuja,1008905,Retail,0,0,0,1-Dec-19
Abuja,1008905,Retail,0,0,0,1-Sep-19
Onitsha,1008906,Retail,0,0,0,1-Jul-19
Onitsha,1008906,Retail,0,0,0,1-Aug-19
Onitsha,1008906,Retail,0,0,0,1-Oct-19
Onitsha,1008906,Retail,0,0,0,1-Nov-19
Onitsha,1008906,Retail,0,0,0,1-Dec-19
Onitsha,1008906,Retail,0,0,0,1-Sep-19
Kano,1008907,Retail,413.03,59.79,0,1-Jul-19
Kano,1008907,Retail,451.14,193.21,193.21,1-Aug-19
Kano,1008907,Retail,567.53,257,147.91,1-Oct-19
Kano,1008907,Retail,590.19,23.42,23.42,1-Nov-19
Kano,1008907,Retail,590.19,91.56,91.56,1-Dec-19
Kano,1008907,Retail,447.02,52.32,0,1-Sep-19
Onitsha,1008908,Retail,413.03,106.81,67.44,1-Jul-19
Onitsha,1008908,Retail,451.14,217.69,178.26,1-Aug-19
Onitsha,1008908,Retail,567.53,19.77,19.77,1-Oct-19
Onitsha,1008908,Retail,590.19,357.14,357.14,1-Nov-19
Onitsha,1008908,Retail,590.19,123.27,7.91,1-Dec-19
Onitsha,1008908,Retail,447.02,126.16,67.86,1-Sep-19
Port Harcourt,1008909,Retail,413.03,25.39,25.39,1-Jul-19
Port Harcourt,1008909,Retail,451.14,148.76,118.86,1-Aug-19
Port Harcourt,1008909,Retail,567.53,204.38,204.38,1-Oct-19
Port Harcourt,1008909,Retail,590.19,133.99,62.62,1-Nov-19
Port Harcourt,1008909,Retail,590.19,67.5,0,1-Dec-19
Port Harcourt,1008909,Retail,447.02,372.2,372.2,1-Sep-19
Kano,1008910,Retail,413.03,279.99,0,1-Jul-19
Kano,1008910,Retail,451.14,197.05,157.32,1-Aug-19
Kano,1008910,Retail,567.53,84.27,84.27,1-Oct-19
Kano,1008910,Retail,590.19,172.45,166.85,1-Nov-19
Kano,1008910,Retail,590.19,194.81,0,1-Dec-19
Kano,1008910,Retail,447.02,34.55,0,1-Sep-19
Lagos,1008911,Retail,413.03,235.32,17.99,1-Jul-19
Lagos,1008911,Retail,451.14,66.24,66.24,1-Aug-19
Lagos,1008911,Retail,567.53,379.86,379.86,1-Oct-19
Lagos,1008911,Retail,590.19,496.92,496.92,1-Nov-19
Lagos,1008911,Retail,590.19,246.2,246.2,1-Dec-19
Lagos,1008911,Retail,447.02,82.76,82.76,1-Sep-19
Kano,1008912,Retail,228.66,6.57,6.57,1-Jul-19
Kano,1008912,Retail,298.7,27.62,0,1-Aug-19
Kano,1008912,Retail,303.85,128.55,2.71,1-Oct-19
Kano,1008912,Retail,566.5,215.24,0,1-Dec-19
Kano,1008912,Retail,569.59,9.11,4.28,1-Nov-19
Kano,1008912,Retail,366.68,175.81,175.81,1-Sep-19
Lagos,1008913,Retail,346.08,18.18,12.53,1-Jul-19
Lagos,1008913,Retail,412,10.8,2.83,1-Aug-19
Lagos,1008913,Retail,507.79,474.49,474.49,1-Oct-19
Lagos,1008913,Retail,569.59,188.64,188.64,1-Nov-19
Lagos,1008913,Retail,569.59,255.55,255.55,1-Dec-19
Lagos,1008913,Retail,493.37,208.25,51.19,1-Sep-19
Port Harcourt,1008914,Retail,190.55,88.77,88.77,1-Oct-19
Port Harcourt,1008914,Retail,206,8.39,2,1-Jul-19
Port Harcourt,1008914,Retail,212.18,98.1,0,1-Aug-19
Port Harcourt,1008914,Retail,810.61,376.99,322.41,1-Nov-19
Port Harcourt,1008914,Retail,810.61,300.83,231.52,1-Dec-19
Port Harcourt,1008914,Retail,162.74,92.32,92.32,1-Sep-19
Abuja,1008915,Retail,455.26,197.7,197.7,1-Aug-19
Abuja,1008915,Retail,459.38,14.8,11.62,1-Jul-19
Abuja,1008915,Retail,535.6,125.75,13.73,1-Oct-19
Abuja,1008915,Retail,806.49,79.21,79.21,1-Dec-19
Abuja,1008915,Retail,810.61,204.44,191.91,1-Nov-19
Abuja,1008915,Retail,422.3,106.8,106.8,1-Sep-19
Port Harcourt,1008916,Retail,428.48,4.37,0,1-Aug-19
Port Harcourt,1008916,Retail,430.54,157.8,37.53,1-Jul-19
Port Harcourt,1008916,Retail,505.73,122.82,122.82,1-Oct-19
Port Harcourt,1008916,Retail,804.43,253.11,253.11,1-Dec-19
Port Harcourt,1008916,Retail,810.61,367.17,367.17,1-Nov-19
Port Harcourt,1008916,Retail,397.58,176.69,176.69,1-Sep-19
Port Harcourt,1008917,Retail,428.48,204.04,204.04,1-Aug-19
Port Harcourt,1008917,Retail,430.54,238.4,176.96,1-Jul-19
Port Harcourt,1008917,Retail,505.73,169,169,1-Oct-19
Port Harcourt,1008917,Retail,804.43,546.18,546.18,1-Dec-19
Port Harcourt,1008917,Retail,810.61,421.92,421.92,1-Nov-19
Port Harcourt,1008917,Retail,397.58,105.29,105.29,1-Sep-19
Abuja,1008918,Retail,243.08,53.47,53.47,1-Aug-19
Abuja,1008918,Retail,251.32,171.67,0,1-Jul-19
Abuja,1008918,Retail,301.79,232.62,232.62,1-Oct-19
Abuja,1008918,Retail,577.83,231.13,231.13,1-Dec-19
Abuja,1008918,Retail,590.19,122.25,122.25,1-Nov-19
Abuja,1008918,Retail,247.2,44.24,44.24,1-Sep-19
Kano,1008919,Retail,243.08,132.32,132.32,1-Aug-19
Kano,1008919,Retail,251.32,120.08,0,1-Jul-19
Kano,1008919,Retail,301.79,113.88,113.88,1-Oct-19
Kano,1008919,Retail,577.83,93.66,93.66,1-Dec-19
Kano,1008919,Retail,590.19,80.58,80.58,1-Nov-19
Kano,1008919,Retail,247.2,42.23,12.99,1-Sep-19
Onitsha,1008920,Retail,245.14,1.37,1.37,1-Jul-19
Onitsha,1008920,Retail,245.14,196.67,196.67,1-Aug-19
Onitsha,1008920,Retail,245.14,1.1,0.73,1-Oct-19
Onitsha,1008920,Retail,569.59,191.94,191.94,1-Nov-19
Onitsha,1008920,Retail,569.59,2.32,0,1-Dec-19
Onitsha,1008920,Retail,245.14,50.26,26.59,1-Sep-19
Kano,1008921,Retail,201.88,16.99,12.12,1-Oct-19
Kano,1008921,Retail,211.15,159.09,144.55,1-Jul-19
Kano,1008921,Retail,249.26,230.93,230.93,1-Aug-19
Kano,1008921,Retail,318.27,108.88,108.88,1-Dec-19
Kano,1008921,Retail,459.38,22.57,22.57,1-Jul-19
Kano,1008921,Retail,507.79,222.5,193.75,1-Nov-19
Kano,1008921,Retail,569.59,215.65,149.29,1-Nov-19
Kano,1008921,Retail,569.59,264.37,264.37,1-Dec-19
Kano,1008921,Retail,573.71,261.53,261.53,1-Aug-19
Kano,1008921,Retail,719.97,47.74,47.74,1-Oct-19
Kano,1008921,Retail,228.66,23.5,23.5,1-Sep-19
Kano,1008921,Retail,680.83,271.52,271.52,1-Sep-19
Lagos,1008922,Retail,145.23,5.82,4.52,1-Jul-19
Lagos,1008922,Retail,145.23,67.79,67.79,1-Aug-19
Lagos,1008922,Retail,145.23,54.35,54.35,1-Oct-19
Lagos,1008922,Retail,145.23,129.31,115.65,1-Nov-19
Lagos,1008922,Retail,145.23,3.09,0,1-Dec-19
Lagos,1008922,Retail,145.23,23.85,23.85,1-Sep-19
Port Harcourt,1008923,Retail,0,0,0,1-Jul-19
Port Harcourt,1008923,Retail,0,0,0,1-Aug-19
Port Harcourt,1008923,Retail,0,0,0,1-Oct-19
Port Harcourt,1008923,Retail,0,0,0,1-Nov-19
Port Harcourt,1008923,Retail,0,0,0,1-Dec-19
Port Harcourt,1008923,Retail,0,0,0,1-Sep-19
Port Harcourt,1008924,Retail,51.5,6.85,6.85,1-Jul-19
Port Harcourt,1008924,Retail,51.5,18.72,16.7,1-Aug-19
Port Harcourt,1008924,Retail,51.5,14.48,14.48,1-Oct-19
Port Harcourt,1008924,Retail,51.5,19.1,19.1,1-Nov-19
Port Harcourt,1008924,Retail,103,8.11,3.77,1-Dec-19
Port Harcourt,1008924,Retail,51.5,7.58,7.58,1-Sep-19
Kano,1008925,Retail,168.92,22.29,22.29,1-Oct-19
Kano,1008925,Retail,810.61,392.33,29.89,1-Nov-19
Kano,1008925,Retail,810.61,129.12,102.27,1-Dec-19
Kano,1008925,Retail,969.23,265.27,265.27,1-Aug-19
Kano,1008925,Retail,1253.51,782.58,423.45,1-Jul-19
Kano,1008925,Retail,967.17,559.35,559.35,1-Sep-19
Lagos,1008926,Retail,270.89,1.13,0,1-Jul-19
Lagos,1008926,Retail,270.89,97.03,97.03,1-Aug-19
Lagos,1008926,Retail,270.89,259.21,0,1-Oct-19
Lagos,1008926,Retail,270.89,20.97,0,1-Nov-19
Lagos,1008926,Retail,270.89,87.97,87.97,1-Dec-19
Lagos,1008926,Retail,270.89,118.55,118.55,1-Sep-19
Abuja,1008927,Retail,0,0,0,1-Jul-19
Abuja,1008927,Retail,0,0,0,1-Aug-19
Abuja,1008927,Retail,0,0,0,1-Oct-19
Abuja,1008927,Retail,0,0,0,1-Nov-19
Abuja,1008927,Retail,0,0,0,1-Dec-19
Abuja,1008927,Retail,0,0,0,1-Sep-19
Onitsha,1008928,Retail,0,0,0,1-Jul-19
Onitsha,1008928,Retail,0,0,0,1-Aug-19
Onitsha,1008928,Retail,0,0,0,1-Oct-19
Onitsha,1008928,Retail,0,0,0,1-Nov-19
Onitsha,1008928,Retail,0,0,0,1-Dec-19
Onitsha,1008928,Retail,0,0,0,1-Sep-19
Lagos,1008929,Retail,413.03,60.81,60.81,1-Jul-19
Lagos,1008929,Retail,451.14,207.24,123.12,1-Aug-19
Lagos,1008929,Retail,567.53,124.91,0,1-Oct-19
Lagos,1008929,Retail,590.19,2.96,2.96,1-Nov-19
Lagos,1008929,Retail,590.19,189.88,0,1-Dec-19
Lagos,1008929,Retail,447.02,182.64,167.72,1-Sep-19
Lagos,1008930,Retail,413.03,168.52,168.52,1-Jul-19
Lagos,1008930,Retail,451.14,313.67,0,1-Aug-19
Lagos,1008930,Retail,567.53,362.32,362.32,1-Oct-19
Lagos,1008930,Retail,590.19,8.97,8.97,1-Nov-19
Lagos,1008930,Retail,590.19,458.39,284.27,1-Dec-19
Lagos,1008930,Retail,447.02,10.24,0.65,1-Sep-19
Kano,1008931,Retail,268.83,75.79,75.79,1-Aug-19
Kano,1008931,Retail,302.82,49.76,33.69,1-Oct-19
Kano,1008931,Retail,305.91,105.74,40.41,1-Jul-19
Kano,1008931,Retail,497.49,104.9,0,1-Dec-19
Kano,1008931,Retail,503.67,227.35,227.35,1-Nov-19
Kano,1008931,Retail,298.7,106.22,0,1-Sep-19
Port Harcourt,1008932,Retail,279.13,158.36,158.36,1-Aug-19
Port Harcourt,1008932,Retail,316.21,24.41,19.45,1-Jul-19
Port Harcourt,1008932,Retail,316.21,23.12,23.12,1-Oct-19
Port Harcourt,1008932,Retail,498.52,111.6,0,1-Dec-19
Port Harcourt,1008932,Retail,503.67,231.21,231.21,1-Nov-19
Port Harcourt,1008932,Retail,311.06,39.92,39.92,1-Sep-19
Kano,1008933,Retail,572.68,60.27,30.51,1-Aug-19
Kano,1008933,Retail,643.75,82.87,82.87,1-Jul-19
Kano,1008933,Retail,650.96,283.74,66.97,1-Oct-19
Kano,1008933,Retail,984.68,309.37,0.78,1-Nov-19
Kano,1008933,Retail,984.68,341.45,341.45,1-Dec-19
Kano,1008933,Retail,664.35,25.92,25.92,1-Sep-19
Abuja,1008934,Retail,0,0,0,1-Jul-19
Abuja,1008934,Retail,0,0,0,1-Aug-19
Abuja,1008934,Retail,0,0,0,1-Oct-19
Abuja,1008934,Retail,0,0,0,1-Nov-19
Abuja,1008934,Retail,0,0,0,1-Dec-19
Abuja,1008934,Retail,0,0,0,1-Sep-19
Kano,1008935,Retail,0,0,0,1-Dec-19
Kano,1008935,Retail,330.63,157.85,157.85,1-Jul-19
Kano,1008935,Retail,379.04,27.04,27.04,1-Nov-19
Kano,1008935,Retail,421.27,190.95,190.95,1-Aug-19
Kano,1008935,Retail,471.74,122.12,0,1-Oct-19
Kano,1008935,Retail,203.94,45.44,45.44,1-Sep-19
Kano,1008936,Retail,0,0,0,1-Aug-19
Kano,1008936,Retail,0,0,0,1-Oct-19
Kano,1008936,Retail,0,0,0,1-Nov-19
Kano,1008936,Retail,0,0,0,1-Dec-19
Kano,1008936,Retail,332.69,82.92,82.92,1-Jul-19
Kano,1008936,Retail,0,0,0,1-Sep-19
Onitsha,1008937,Retail,271.92,75.81,75.81,1-Jul-19
Onitsha,1008937,Retail,321.36,150.57,150.57,1-Aug-19
Onitsha,1008937,Retail,374.92,72.36,72.36,1-Oct-19
Onitsha,1008937,Retail,379.04,128.97,40.61,1-Nov-19
Onitsha,1008937,Retail,379.04,348.61,348.61,1-Dec-19
Onitsha,1008937,Retail,293.55,73.55,42.17,1-Sep-19
Kano,1008938,Retail,292.52,111.42,111.42,1-Jul-19
Kano,1008938,Retail,292.52,93.49,93.49,1-Aug-19
Kano,1008938,Retail,292.52,59.68,0,1-Oct-19
Kano,1008938,Retail,292.52,41,41,1-Nov-19
Kano,1008938,Retail,292.52,282.39,282.39,1-Dec-19
Kano,1008938,Retail,292.52,70.01,0,1-Sep-19
Onitsha,1008939,Retail,285.31,17.93,0,1-Jul-19
Onitsha,1008939,Retail,331.66,145.05,145.05,1-Aug-19
Onitsha,1008939,Retail,379.04,20.85,0,1-Nov-19
Onitsha,1008939,Retail,379.04,169.42,169.42,1-Dec-19
Onitsha,1008939,Retail,393.46,123.41,0,1-Oct-19
Onitsha,1008939,Retail,305.91,98.04,0,1-Sep-19
Onitsha,1008940,Retail,285.31,128.6,44.93,1-Jul-19
Onitsha,1008940,Retail,331.66,111.8,111.8,1-Aug-19
Onitsha,1008940,Retail,379.04,173.13,0,1-Nov-19
Onitsha,1008940,Retail,379.04,87.78,87.78,1-Dec-19
Onitsha,1008940,Retail,393.46,143.18,143.18,1-Oct-19
Onitsha,1008940,Retail,305.91,2.36,2.36,1-Sep-19
Abuja,1008941,Retail,128.75,55.83,0,1-Jul-19
Abuja,1008941,Retail,135.96,14.63,0.95,1-Aug-19
Abuja,1008941,Retail,145.23,15.01,15.01,1-Oct-19
Abuja,1008941,Retail,497.49,240.61,240.61,1-Dec-19
Abuja,1008941,Retail,503.67,213.59,213.59,1-Nov-19
Abuja,1008941,Retail,131.84,34.94,25.51,1-Sep-19
Abuja,1008942,Retail,245.14,19.74,0,1-Jul-19
Abuja,1008942,Retail,321.36,6.22,1.58,1-Aug-19
Abuja,1008942,Retail,346.08,100.52,100.52,1-Oct-19
Abuja,1008942,Retail,566.5,214.67,214.67,1-Dec-19
Abuja,1008942,Retail,569.59,103.29,58.34,1-Nov-19
Abuja,1008942,Retail,374.92,100.8,100.8,1-Sep-19
Onitsha,1008943,Retail,322.39,99.06,99.06,1-Jul-19
Onitsha,1008943,Retail,372.86,100.02,100.02,1-Aug-19
Onitsha,1008943,Retail,414.06,103.35,103.35,1-Oct-19
Onitsha,1008943,Retail,499.55,88,88,1-Dec-19
Onitsha,1008943,Retail,503.67,218.7,9.26,1-Nov-19
Onitsha,1008943,Retail,314.15,5.37,0.53,1-Sep-19
Port Harcourt,1008944,Retail,271.92,80.52,58.97,1-Jul-19
Port Harcourt,1008944,Retail,321.36,207.07,207.07,1-Aug-19
Port Harcourt,1008944,Retail,374.92,178.71,162.51,1-Oct-19
Port Harcourt,1008944,Retail,379.04,83.93,83.93,1-Nov-19
Port Harcourt,1008944,Retail,379.04,156.85,156.85,1-Dec-19
Port Harcourt,1008944,Retail,293.55,161.51,161.51,1-Sep-19
Lagos,1008945,Retail,271.92,77.51,0,1-Jul-19
Lagos,1008945,Retail,321.36,101.12,0,1-Aug-19
Lagos,1008945,Retail,374.92,58.44,58.44,1-Oct-19
Lagos,1008945,Retail,379.04,268.28,268.28,1-Nov-19
Lagos,1008945,Retail,379.04,4.62,4.62,1-Dec-19
Lagos,1008945,Retail,293.55,68.4,62.32,1-Sep-19
Abuja,1008946,Retail,253.38,43.1,43.1,1-Jul-19
Abuja,1008946,Retail,319.3,79.8,79.8,1-Aug-19
Abuja,1008946,Retail,346.08,103.9,103.9,1-Oct-19
Abuja,1008946,Retail,379.04,109.16,109.16,1-Nov-19
Abuja,1008946,Retail,379.04,40.1,28.76,1-Dec-19
Abuja,1008946,Retail,152.44,29.59,0,1-Sep-19
Onitsha,1008947,Retail,285.31,174.07,174.07,1-Jul-19
Onitsha,1008947,Retail,331.66,52.98,48.39,1-Aug-19
Onitsha,1008947,Retail,379.04,16.42,0,1-Nov-19
Onitsha,1008947,Retail,379.04,58.69,58.69,1-Dec-19
Onitsha,1008947,Retail,393.46,165.83,165.83,1-Oct-19
Onitsha,1008947,Retail,305.91,121.62,121.62,1-Sep-19
Abuja,1008948,Retail,379.04,63.09,63.09,1-Nov-19
Abuja,1008948,Retail,379.04,2.5,2.5,1-Dec-19
Abuja,1008948,Retail,606.67,156.19,156.19,1-Jul-19
Abuja,1008948,Retail,655.08,92.52,92.52,1-Aug-19
Abuja,1008948,Retail,672.59,522.4,522.4,1-Oct-19
Abuja,1008948,Retail,637.57,272.91,198.79,1-Sep-19
Kano,1008949,Retail,359.47,45.56,45.56,1-Jul-19
Kano,1008949,Retail,390.37,27.97,0,1-Aug-19
Kano,1008949,Retail,488.22,86.62,86.62,1-Oct-19
Kano,1008949,Retail,590.19,22.39,0,1-Nov-19
Kano,1008949,Retail,590.19,441.35,218.39,1-Dec-19
Kano,1008949,Retail,386.25,138.18,138.18,1-Sep-19
Abuja,1008950,Retail,0,0,0,1-Jul-19
Abuja,1008950,Retail,0,0,0,1-Aug-19
Abuja,1008950,Retail,53.56,7.41,7.41,1-Oct-19
Abuja,1008950,Retail,388.31,9.46,9.46,1-Nov-19
Abuja,1008950,Retail,388.31,141.47,0,1-Dec-19
Abuja,1008950,Retail,53.56,22.03,22.03,1-Sep-19
Port Harcourt,1008951,Retail,328.57,75.61,7.78,1-Jul-19
Port Harcourt,1008951,Retail,379.04,142.33,142.33,1-Nov-19
Port Harcourt,1008951,Retail,379.04,128.55,110.16,1-Dec-19
Port Harcourt,1008951,Retail,417.15,164.98,164.98,1-Aug-19
Port Harcourt,1008951,Retail,463.5,56.85,56.85,1-Oct-19
Port Harcourt,1008951,Retail,201.88,70.62,38.66,1-Sep-19
Abuja,1008952,Retail,0,0,0,1-Jul-19
Abuja,1008952,Retail,810.61,60.7,54.41,1-Nov-19
Abuja,1008952,Retail,810.61,15.29,4.08,1-Dec-19
Abuja,1008952,Retail,852.84,110.96,110.96,1-Aug-19
Abuja,1008952,Retail,1255.57,264.5,0,1-Oct-19
Abuja,1008952,Retail,1023.82,339.16,339.16,1-Sep-19
Kano,1008953,Retail,0,0,0,1-Jul-19
Kano,1008953,Retail,0,0,0,1-Aug-19
Kano,1008953,Retail,0,0,0,1-Oct-19
Kano,1008953,Retail,0,0,0,1-Nov-19
Kano,1008953,Retail,0,0,0,1-Dec-19
Kano,1008953,Retail,0,0,0,1-Sep-19
Onitsha,1008954,Retail,285.31,102.76,0,1-Jul-19
Onitsha,1008954,Retail,331.66,185.39,185.39,1-Aug-19
Onitsha,1008954,Retail,379.04,142.72,142.72,1-Nov-19
Onitsha,1008954,Retail,379.04,102.76,102.76,1-Dec-19
Onitsha,1008954,Retail,393.46,88.61,88.61,1-Oct-19
Onitsha,1008954,Retail,305.91,146.2,0,1-Sep-19
Kano,1008955,Retail,103,3.02,3.02,1-Jul-19
Kano,1008955,Retail,946.57,304.85,304.85,1-Aug-19
Kano,1008955,Retail,984.68,65.64,65.64,1-Nov-19
Kano,1008955,Retail,984.68,135.8,135.8,1-Dec-19
Kano,1008955,Retail,1219.52,868.7,868.7,1-Oct-19
Kano,1008955,Retail,1397.71,405.43,345.28,1-Sep-19
Lagos,1008956,Retail,0,0,0,1-Jul-19
Lagos,1008956,Retail,0,0,0,1-Aug-19
Lagos,1008956,Retail,0,0,0,1-Oct-19
Lagos,1008956,Retail,0,0,0,1-Nov-19
Lagos,1008956,Retail,0,0,0,1-Dec-19
Lagos,1008956,Retail,0,0,0,1-Sep-19
Kano,1008957,Retail,444.96,43.9,14.17,1-Jul-19
Kano,1008957,Retail,453.2,189.18,172.76,1-Aug-19
Kano,1008957,Retail,463.5,362.84,236.22,1-Oct-19
Kano,1008957,Retail,810.61,105.42,105.42,1-Nov-19
Kano,1008957,Retail,810.61,346.8,346.8,1-Dec-19
Kano,1008957,Retail,469.68,92.82,92.82,1-Sep-19
Port Harcourt,1008958,Retail,0,0,0,1-Oct-19
Port Harcourt,1008958,Retail,0,0,0,1-Nov-19
Port Harcourt,1008958,Retail,0,0,0,1-Dec-19
Port Harcourt,1008958,Retail,483.07,36.4,36.4,1-Jul-19
Port Harcourt,1008958,Retail,541.78,127.47,127.47,1-Aug-19
Port Harcourt,1008958,Retail,0,0,0,1-Sep-19
Onitsha,1008959,Retail,0,0,0,1-Jul-19
Onitsha,1008959,Retail,0,0,0,1-Aug-19
Onitsha,1008959,Retail,0,0,0,1-Oct-19
Onitsha,1008959,Retail,0,0,0,1-Nov-19
Onitsha,1008959,Retail,0,0,0,1-Dec-19
Onitsha,1008959,Retail,0,0,0,1-Sep-19
Onitsha,1008960,Retail,833.27,301.68,301.68,1-Jul-19
Onitsha,1008960,Retail,833.27,57.97,57.97,1-Aug-19
Onitsha,1008960,Retail,842.54,798.54,798.54,1-Dec-19
Onitsha,1008960,Retail,1004.25,345.69,306.4,1-Nov-19
Onitsha,1008960,Retail,1417.28,1065.31,1065.31,1-Oct-19
Onitsha,1008960,Retail,1495.56,409.54,409.54,1-Sep-19
Lagos,1008961,Retail,1545,552.17,420.45,1-Dec-19
Lagos,1008961,Retail,2089.87,97.27,97.27,1-Jul-19
Lagos,1008961,Retail,2308.23,1072.11,1072.11,1-Nov-19
Lagos,1008961,Retail,2391.66,511.57,511.57,1-Aug-19
Lagos,1008961,Retail,2466.85,584.26,584.26,1-Oct-19
Lagos,1008961,Retail,2285.57,591.45,591.45,1-Sep-19
Abuja,1008962,Retail,0,0,0,1-Jul-19
Abuja,1008962,Retail,167.89,79.44,29.28,1-Aug-19
Abuja,1008962,Retail,167.89,24.5,24.5,1-Oct-19
Abuja,1008962,Retail,167.89,34.54,34.54,1-Nov-19
Abuja,1008962,Retail,1545,329.09,329.09,1-Dec-19
Abuja,1008962,Retail,167.89,4.45,4.45,1-Sep-19
Onitsha,1008963,Retail,1545,582.67,478.6,1-Dec-19
Onitsha,1008963,Retail,1580.02,417.86,417.86,1-Aug-19
Onitsha,1008963,Retail,1629.46,27.95,21.42,1-Oct-19
Onitsha,1008963,Retail,1666.54,1232.57,1167.82,1-Jul-19
Onitsha,1008963,Retail,2075.45,894.8,894.8,1-Nov-19
